R1_START	R1_END	R2_START	R2_END	UTR_IDX
778505	778615	778300	778450	11
778505	778615	778225	778375	11
778514	778624	778414	778564	11
778522	892339	778254	778404	11
778522	778642	778409	778559	11
778522	778642	778426	778576	11
778523	778637	778498	778601	11
778523	778634	778379	778529	11
778523	778637	778286	778436	11
778523	778634	778286	778436	11
778524	778637	778352	778502	11
778524	778637	778394	778544	11
778525	778637	778455	778605	11
778525	778637	778439	778589	11
778525	778637	778255	778370	11
778526	778637	778378	778528	11
778526	778637	778255	778366	11
778526	778637	778386	778536	11
778526	778637	774268	778421	11
778528	778637	778323	778473	11
778529	778640	778427	778577	11
778529	778640	778363	778513	11
778529	778640	778336	778486	11
778530	778637	778261	778411	11
778530	778640	778356	778506	11
778530	778640	778469	778619	11
778535	778650	778306	778456	11
778536	778646	778306	778456	11
778541	778652	778323	778473	11
778546	778660	778321	778471	11
778546	778660	778411	778561	11
778546	778660	778385	778535	11
778547	778657	778387	778537	11
778552	778663	778370	778520	11
778554	778665	778255	778362	11
778560	778663	773100	778591	11
778561	778671	778368	778518	11
778561	778671	778426	778576	11
778563	778674	774170	778597	11
778563	778674	774185	778613	11
778563	778674	774233	778386	11
778856	778966	778896	779046	11
778799	778910	778902	779052	11
778791	778901	778904	779054	11
778799	778910	778905	779054	11
778799	778910	778958	779054	11
778773	778888	778969	779119	11
778773	778888	778969	779119	11
778854	778964	779005	779155	11
778912	779022	779011	786461	11
778806	778917	779014	779164	11
778806	778917	779016	779166	11
778854	778964	779017	779167	11
778892	779003	779049	779199	11
778892	779003	779066	779216	11
778922	779031	779069	779219	11
778912	779023	779093	779243	11
778892	779003	779153	779303	11
778912	779023	779155	779305	11
779195	779306	779289	779440	11
779195	779306	779302	779452	11
779195	779306	779319	779469	11
779195	779306	779327	779477	11
779195	779306	779390	779540	11
779192	779306	779420	779570	11
779546	779670	779415	779565	11
779546	779670	779413	779563	11
804832	804943	804725	804875	17
804832	804943	804605	804755	17
804864	804975	804691	804841	17
804866	804977	804625	804775	17
805111	805222	804989	805139	17
805111	805222	804987	805137	17
805111	805222	804953	805103	17
805285	805400	805366	805516	17
966003	966114	965891	966041	20
966003	966114	965889	966039	20
966003	966114	965889	966039	20
966159	966260	965910	966042	20
966265	966376	966359	966508	20
966452	966562	966496	966735	20
966455	966567	966562	966801	20
966470	966584	966583	970295	20
966511	966710	966589	970301	20
966484	966598	966615	966765	20
966484	966598	966666	966816	20
966484	966598	966677	966827	20
966468	966578	966700	970319	20
966479	966591	966705	970328	20
966511	966710	966721	970344	20
966479	966591	966730	970353	20
966483	966593	966736	970359	20
966472	966584	966743	970366	20
966491	966602	966743	970366	20
966514	966713	966743	970366	20
966487	966597	966751	970398	20
966514	966713	966752	970375	20
966566	966766	966772	970395	20
966468	966578	966775	970398	20
966831	966941	966718	966868	20
966834	966945	966577	966727	20
966834	966945	966676	966826	20
966836	966950	966700	966850	20
966836	966950	966689	966839	20
966836	966949	966581	966731	20
966836	966950	966665	966815	20
966838	966950	966660	966810	20
966838	966950	966698	966848	20
966844	966955	966664	966814	20
966844	966955	966548	966698	20
966845	966955	966552	966702	20
966845	966955	966730	966879	20
966845	966955	966552	966702	20
966853	966964	966687	966837	20
966853	966964	966734	966884	20
966853	966964	966753	966903	20
966853	966964	966670	966820	20
966853	966964	966762	966912	20
966863	966972	966679	966829	20
966863	966972	966629	966779	20
966863	966972	966717	966867	20
966863	966972	966687	966837	20
966865	966972	966685	966835	20
966867	966979	966668	966818	20
966869	966980	966487	966637	20
966869	966980	966664	966814	20
966869	966980	966751	966901	20
966869	966981	966742	966892	20
966869	966980	966695	966845	20
966869	966980	966729	966879	20
966869	966979	966641	966791	20
966869	966980	966597	966747	20
966869	966980	966683	966833	20
966869	966980	966713	966863	20
966869	966979	966651	966801	20
966869	966980	966612	966851	20
966869	966980	966623	966773	20
966869	966980	966714	966864	20
966869	966980	966756	966906	20
966870	966980	966727	966877	20
966870	966980	966579	966729	20
966870	966980	966629	966779	20
966870	966979	966542	966692	20
966870	966980	966524	966674	20
966871	966980	966626	966776	20
966871	966980	966628	966778	20
966871	966980	966702	966852	20
966871	966982	966673	966823	20
966872	966980	966619	966769	20
966873	966984	966732	966882	20
966873	966984	966715	966865	20
966880	966991	966729	966879	20
966894	967004	966715	966865	20
966895	967004	966762	966912	20
966899	966980	966735	966885	20
966919	967030	966713	966862	20
966919	967030	966614	966763	20
966919	967031	966782	966932	20
966919	967030	966768	966918	20
960122	960225	960062	960212	24
960585	960695	960630	960780	24
960605	960718	960644	960783	24
960582	960696	960649	960793	24
961393	961517	960743	961385	24
960576	961375	961415	961565	24
961328	961439	961501	961727	24
961365	961476	961600	961750	24
960582	960692	961629	961741	24
960631	960745	961629	961733	24
961552	961663	961655	961880	24
805822	827524	805802	827523	26
810087	827513	810078	827512	26
810089	827513	808600	827506	26
810090	827513	808593	827499	26
810093	827519	808590	827496	26
810100	827519	810099	827517	26
810100	827533	808611	827517	26
810101	827524	808602	827508	26
810101	827524	810099	827522	26
810101	827524	808608	827514	26
810110	827534	808588	827494	26
810111	827534	810099	827525	26
810116	827541	808604	827510	26
810140	827563	810099	827525	26
818129	827524	818077	827512	26
818138	827534	818120	827507	26
818139	827534	818083	827518	26
826325	826436	826209	826359	26
826687	826799	826579	826729	26
826714	826825	826607	826757	26
826714	826825	826411	826561	26
826714	826825	826703	826824	26
826714	826825	826521	826670	26
826459	826579	826770	826920	26
826677	826801	826786	826936	26
826788	826901	826644	826794	26
826677	826801	826842	826992	26
826691	826815	826845	826995	26
826755	826879	826847	826997	26
826679	826801	826863	827013	26
826691	826815	826872	827022	26
826729	826852	826883	827033	26
826729	826853	826883	827033	26
826677	826801	826936	827086	26
827071	827181	826876	827026	26
827139	827249	826975	827125	26
827139	827249	826983	827133	26
827146	827256	827000	827150	26
827193	827303	826951	827101	26
827193	827303	827054	827204	26
827193	827303	827005	827155	26
827207	827317	827042	827192	26
827235	827345	827116	827266	26
827235	827345	827146	827296	26
827235	827345	827092	827240	26
827235	827345	827116	827266	26
827158	827282	827312	827462	26
827323	827433	827074	827224	26
827324	827433	827139	827289	26
827329	827439	827135	827285	26
827332	827442	827194	827344	26
827332	827442	827123	827273	26
827334	827445	827168	827318	26
827334	827445	827124	827274	26
827335	827445	827222	827370	26
827335	827445	827158	827308	26
827337	827447	827078	827228	26
827338	827449	827149	827299	26
827338	827449	827216	827362	26
827338	827449	827241	827391	26
827339	827449	827185	827335	26
827339	827449	827139	827289	26
827303	827414	827345	827495	26
827347	827457	827139	827289	26
827347	827457	827258	827408	26
827349	827469	827223	827373	26
827349	827462	827176	827326	26
827355	827465	827180	827330	26
827357	827466	827182	827332	26
827357	827466	826976	827126	26
827357	827466	827165	827315	26
827357	827466	827114	827264	26
827362	827472	827204	827354	26
827362	827472	826933	827083	26
827362	827473	827175	827325	26
827372	827486	827175	827325	26
827372	827486	827191	827341	26
827373	827487	827286	827436	26
827373	827483	827250	827399	26
827373	827486	827080	827230	26
827373	827487	827231	827381	26
827373	827487	827228	827378	26
827373	827487	827238	827388	26
827373	827487	827235	827385	26
827373	827483	827182	827331	26
827374	827483	827183	827333	26
827303	827414	827374	827524	26
827379	827449	827092	827243	26
827381	827505	827198	827348	26
827381	827505	827265	827415	26
827388	827498	827231	827381	26
827388	827498	827265	827415	26
827388	827498	827213	827363	26
827388	827498	827279	827429	26
827391	827501	827250	827399	26
827391	827501	827153	827303	26
827391	827504	827205	827355	26
827391	827504	827238	827388	26
827391	827503	827029	827179	26
827391	827504	827235	827385	26
827391	827504	827288	827438	26
827391	827504	827183	827333	26
827391	827504	827130	827280	26
827392	827504	827295	827445	26
827392	827509	827194	827344	26
827392	827509	827147	827297	26
827392	827509	827238	827388	26
827393	827504	827175	827325	26
827393	827504	827183	827333	26
827393	827504	827207	827357	26
827393	827504	827139	827289	26
827393	827504	827158	827308	26
827393	827504	827297	827448	26
827393	827504	827222	827368	26
827394	827504	827253	827403	26
827394	827504	827230	827380	26
827394	827504	827231	827381	26
827394	827504	827169	827318	26
827394	827504	827223	827373	26
827394	827504	827224	827374	26
827394	827504	827296	827446	26
827394	827504	827296	827446	26
827394	827504	827227	827377	26
827394	827504	827261	827411	26
827394	827504	827018	827168	26
827394	827504	827277	827427	26
827394	827504	827172	827322	26
827394	827504	827230	827380	26
827394	827504	827277	827427	26
827394	827504	827267	827417	26
827394	827504	827147	827297	26
827394	827504	827267	827416	26
827394	827504	827282	827432	26
827394	827504	827259	827409	26
827394	827504	827182	827332	26
827394	827504	827194	827344	26
827394	827504	827207	827357	26
827394	827504	827312	827462	26
827394	827504	827274	827424	26
827395	827504	827290	827440	26
827395	827504	827275	827425	26
827395	827504	827185	827335	26
827395	827504	827142	827292	26
827395	827505	827136	827286	26
827395	827504	827069	827219	26
827395	827504	827227	827377	26
827395	827504	827261	827411	26
827396	827504	827149	827299	26
827398	827508	827243	827393	26
827398	827508	827187	827337	26
827398	827508	827119	827269	26
827398	827508	827261	827411	26
827398	827508	827167	827317	26
827398	827508	827217	827367	26
827398	827508	827267	827417	26
827398	827508	827205	827355	26
827398	827508	827064	827209	26
827398	827508	827289	827439	26
827398	827508	827158	827308	26
827398	827508	827192	827342	26
827398	827508	827172	827322	26
827398	827508	827210	827342	26
827398	827508	827235	827385	26
827398	827508	827161	827311	26
827398	827508	827217	827367	26
827398	827508	827276	827426	26
827398	827508	827258	827407	26
827398	827508	827324	827474	26
827401	827512	827057	827207	26
827401	827513	827238	827387	26
827401	827513	827174	827324	26
827407	827518	827249	827399	26
827407	827519	827265	827415	26
827407	827519	827269	827419	26
827407	827519	827310	827460	26
827408	827517	827257	827407	26
827408	827517	827213	827363	26
827408	827519	827174	827324	26
827408	827519	827235	827385	26
827409	827517	827184	827331	26
827409	827517	827329	827479	26
827411	827517	827170	827318	26
827412	827533	827226	827376	26
827413	827533	827267	827417	26
827413	827534	827214	827364	26
827413	827524	827253	827401	26
827413	827533	827267	827416	26
827413	827524	827194	827344	26
827413	827533	827191	827341	26
827413	827524	827239	827389	26
827413	827524	827163	827313	26
827413	827524	827159	827309	26
827413	827524	827315	827465	26
827413	827524	827157	827307	26
827413	827533	827305	827455	26
827413	827524	827148	827298	26
827413	827524	827202	827350	26
827413	827533	827200	827350	26
827413	827524	827132	827282	26
827414	827524	827306	827456	26
827414	827524	827335	827485	26
827414	827524	827205	827355	26
827414	827524	827183	827333	26
827414	827524	827218	827368	26
827414	827524	827219	827369	26
827414	827527	827219	827369	26
827414	827524	827313	827463	26
827414	827524	827136	827286	26
827414	827524	827239	827389	26
827414	827524	827248	827398	26
827414	827524	827289	827439	26
827414	827524	827268	827417	26
827414	827531	827119	827269	26
827414	827524	827182	827332	26
827414	827524	827290	827440	26
827414	827524	827210	827359	26
827414	827524	827202	827352	26
827414	827524	827182	827332	26
827414	827524	827194	827344	26
827414	827524	827243	827393	26
827414	827536	827165	827315	26
827414	827524	827267	827417	26
827415	827533	827274	827422	26
827415	827524	827205	827355	26
827415	827524	827274	827424	26
827415	827524	827308	827458	26
827415	827524	827240	827390	26
827415	827533	827227	827377	26
827415	827504	827289	827439	26
827415	827524	827147	827297	26
827416	827527	827262	827412	26
827416	827527	827074	827224	26
827416	827527	827247	827397	26
827416	827527	827298	827448	26
827416	827527	827186	827336	26
827416	827527	827204	827354	26
827416	827527	827231	827381	26
827416	827527	827257	827407	26
827416	827527	827250	827399	26
827417	827527	827137	827286	26
827417	827527	827231	827381	26
827417	827527	827138	827288	26
827423	827534	827274	827424	26
827424	827534	827217	827367	26
827424	827534	827217	827367	26
827424	827534	827235	827385	26
827424	827534	827307	827455	26
827424	827534	827270	827420	26
827424	827534	827249	827399	26
827424	827534	827347	827497	26
827424	827534	827274	827424	26
827424	827534	827334	827484	26
827424	827534	827217	827367	26
827424	827534	827281	827431	26
827424	827534	827253	827401	26
827424	827534	827148	827298	26
827424	827534	827235	827381	26
827424	827534	827254	827404	26
827424	827534	827250	827400	26
827425	827534	827287	827437	26
827428	827524	827156	827289	26
827430	827541	827130	827280	26
827430	827541	827273	827423	26
827430	827541	827231	827381	26
827430	827541	827236	827386	26
827430	827541	827236	827386	26
827431	827541	827258	827408	26
827431	827541	827283	827433	26
827301	827412	827435	827585	26
827437	827524	827279	827429	26
827437	827524	827240	827390	26
827452	827563	827256	827406	26
827301	827410	827452	827602	26
827534	827644	827582	827732	26
827289	827402	827587	827737	26
827534	827644	827608	827758	26
827621	827731	827450	827600	26
827621	827731	827538	827688	26
827534	827644	827637	829014	26
827639	827749	773092	827661	26
827534	827644	827641	829018	26
827644	827754	827601	827751	26
827644	827754	827423	827573	26
827649	827763	810089	827705	26
827649	827763	808607	827666	26
827649	827763	810086	827702	26
827650	827765	774170	827680	26
827650	827765	827537	827687	26
827652	827764	827486	827636	26
827662	827772	827499	827649	26
827537	827647	827664	827814	26
827449	827561	827664	827814	26
827537	827647	827669	827817	26
827655	827770	827671	829048	26
827574	827688	827673	829050	26
827676	827786	827508	827658	26
827676	827786	827564	827714	26
827676	827786	827503	827653	26
827644	827756	827675	829052	26
827670	827777	827680	829057	26
827533	827640	827680	829057	26
827565	827679	827688	829065	26
827636	827746	827689	829066	26
827668	827777	827689	829066	26
827627	827738	827692	829069	26
827636	827746	827693	829070	26
827668	827777	827699	829076	26
827662	827773	827700	829077	26
827677	829014	827702	829079	26
827528	827644	827705	829082	26
827674	829012	827708	829085	26
827674	829012	827708	829085	26
827653	827764	827709	829086	26
827660	827771	827710	829087	26
827617	827731	827710	829087	26
827621	827731	827713	829090	26
827677	829014	827714	829091	26
827677	829014	827717	829094	26
827594	827705	827718	829095	26
827600	827711	827719	829096	26
827674	829011	827721	829098	26
827647	827757	827726	829103	26
827585	827697	827727	829104	26
